year,country,product,production_rate
2017,Hong Kong,rice,0.0
2018,Hong Kong,rice,0.0
2019,Hong Kong,rice,0.0
2020,Hong Kong,rice,0.0
2021,Hong Kong,rice,0.0
2022,Hong Kong,rice,0.0
2023,Hong Kong,rice,0.0
2024,Hong Kong,rice,0.0
2025,Hong Kong,rice,0.0
2026,Hong Kong,rice,0.0
2027,Hong Kong,rice,0.0
2028,Hong Kong,rice,0.0
2016,India,rice,22.508248387255627
2017,India,rice,22.971738515656632
2018,India,rice,22.757140309046065
2019,India,rice,22.941349479214207
2020,India,rice,23.06623875626444
2021,India,rice,23.105501786554303
2022,India,rice,23.120792299560453
2023,India,rice,23.1522766793582
2024,India,rice,23.178506643133794
2025,India,rice,23.191729836116686
2026,India,rice,23.206243731679077
2027,India,rice,23.20964906544393
2028,India,rice,23.22163253445085
2016,Indonesia,rice,7.56266312109125
2017,Indonesia,rice,7.527715216360777
2018,Indonesia,rice,7.647219220967733
2019,Indonesia,rice,7.589172523605238
2020,Indonesia,rice,7.547162204114874
2021,Indonesia,rice,7.497923193178065
2022,Indonesia,rice,7.451256249453546
2023,Indonesia,rice,7.402933461235558
2024,Indonesia,rice,7.365004657547678
2025,Indonesia,rice,7.330319387337529
2026,Indonesia,rice,7.292743656168803
2027,Indonesia,rice,7.258532945072953
2028,Indonesia,rice,7.217472431671841
2016,Iran,rice,0.3412205971668226
2017,Iran,rice,0.34912322462905654
2018,Iran,rice,0.3485327795079127
2019,Iran,rice,0.34502692670459734
2020,Iran,rice,0.3455268982812355
2021,Iran,rice,0.34530041135788136
2022,Iran,rice,0.34416704421711936
2023,Iran,rice,0.3430464020590679
2024,Iran,rice,0.34357993822620975
2025,Iran,rice,0.34433033887405734
2026,Iran,rice,0.3442494085028442
2027,Iran,rice,0.3450491031416009
2028,Iran,rice,0.3452732361623052
2016,Iraq,rice,0.024827235271909522
2017,Iraq,rice,0.042724870146912515
2018,Iraq,rice,0.008815829128729557
2019,Iraq,rice,0.025557550126266468
2020,Iraq,rice,0.02560205138956646
2021,Iraq,rice,0.025622291393512357
2022,Iraq,rice,0.025434977863620825
2023,Iraq,rice,0.025264637205731126
2024,Iraq,rice,0.025297837917340783
2025,Iraq,rice,0.025137868542588225
2026,Iraq,rice,0.02517009173530357
2027,Iraq,rice,0.0251958932617334
2028,Iraq,rice,0.02504473639936987
2016,Japan,rice,1.626902053479096
2017,Japan,rice,1.584278875400037
2018,Japan,rice,1.578648471888781
2019,Japan,rice,1.5813227046378842
2020,Japan,rice,1.570595136819782
2021,Japan,rice,1.5525507191256394
2022,Japan,rice,1.5356367885161075
2023,Japan,rice,1.5158782323438675
2024,Japan,rice,1.4988478697847722
2025,Japan,rice,1.481965040824678
2026,Japan,rice,1.4645121068141247
2027,Japan,rice,1.4467443443874706
2028,Japan,rice,1.4298441490907423
2016,South Korea,rice,0.8611562515388782
2017,South Korea,rice,0.8081104010644596
2018,South Korea,rice,0.7647219220967733
2019,South Korea,rice,0.7756513625622458
2020,South Korea,rice,0.7759235889641047
2021,South Korea,rice,0.7686687418053706
2022,South Korea,rice,0.7602673852047913
2023,South Korea,rice,0.7526098567613498
2024,South Korea,rice,0.740893268617934
2025,South Korea,rice,0.7291930549330631
2026,South Korea,rice,0.7171539983658802
2027,South Korea,rice,0.7047156710762685
2028,South Korea,rice,0.6926494654573819
2016,Malaysia,rice,0.37343444789153163
2017,Malaysia,rice,0.37028220793990846
2018,Malaysia,rice,0.3731350933555301
2019,Malaysia,rice,0.371395827628523
2020,Malaysia,rice,0.3717337225382721
2021,Malaysia,rice,0.3711228769029055
2022,Malaysia,rice,0.3703968651389783
2023,Malaysia,rice,0.370087459068327
2024,Malaysia,rice,0.3700544197676129
2025,Malaysia,rice,0.37005280901065923
2026,Malaysia,rice,0.3703875806895056
2027,Malaysia,rice,0.3702449964033343
2028,Malaysia,rice,0.37050915375556337
2016,Mexico,rice,0.03590715845110881
2017,Mexico,rice,0.037231672556595194
2018,Mexico,rice,0.036493432207299094
2019,Mexico,rice,0.036713623594081195
2020,Mexico,rice,0.03568159918073436
2021,Mexico,rice,0.03523065066607949
2022,Mexico,rice,0.035171805327038175
2023,Mexico,rice,0.03493625613605007
2024,Mexico,rice,0.035103201451193805
2025,Mexico,rice,0.035465830036829904
2026,Mexico,rice,0.03562536060996813
2027,Mexico,rice,0.0357743217304001
2028,Mexico,rice,0.035942064451004084
2016,Morocco,rice,0.007591799215377291
2017,Morocco,rice,0.008138070504173813
2018,Morocco,rice,0.00861080984666608
2019,Morocco,rice,0.008519183375422157
2020,Morocco,rice,0.008466820144581033
2021,Morocco,rice,0.008407314363496243
2022,Morocco,rice,0.008345852111500584
2023,Morocco,rice,0.008289959083130526
2024,Morocco,rice,0.008432612639113594
2025,Morocco,rice,0.008379289514196076
2026,Morocco,rice,0.0085191079719489
2027,Morocco,rice,0.008462742774933356
2028,Morocco,rice,0.008603153724974381
2016,Nigeria,rice,0.7755946225439504
2017,Nigeria,rice,0.7690476626444254
2018,Nigeria,rice,0.7749728861999471
2019,Nigeria,rice,0.7811279804464457
2020,Nigeria,rice,0.788422228225153
2021,Nigeria,rice,0.7934903365928357
2022,Nigeria,rice,0.797823719706544
2023,Nigeria,rice,0.8025469912383028
2024,Nigeria,rice,0.8085502770015198
2025,Nigeria,rice,0.8139602860650467
2026,Nigeria,rice,0.8160918204946503
2027,Nigeria,rice,0.8187703634748023
2028,Nigeria,rice,0.8226526773014392
2016,Other Asia & Oceania,rice,1.9418591290359646
2017,Other Asia & Oceania,rice,1.9240433189492936
2018,Other Asia & Oceania,rice,2.0372766058647818
2019,Other Asia & Oceania,rice,2.0640764292451395
2020,Other Asia & Oceania,rice,2.0808218460087007
2021,Other Asia & Oceania,rice,2.092620579904517
2022,Other Asia & Oceania,rice,2.1051418397437427
2023,Other Asia & Oceania,rice,2.122032145303245
2024,Other Asia & Oceania,rice,2.1367848212972493
2025,Other Asia & Oceania,rice,2.1530876707523823
2026,Other Asia & Oceania,rice,2.167725746680452
2027,Other Asia & Oceania,rice,2.1831953008697393
2028,Other Asia & Oceania,rice,2.1983925485217872
2016,Other Europe,rice,0.0
2017,Other Europe,rice,0.0
2018,Other Europe,rice,0.0
2019,Other Europe,rice,0.0
2020,Other Europe,rice,0.0
2021,Other Europe,rice,0.0
2022,Other Europe,rice,0.0
2023,Other Europe,rice,0.0
2024,Other Europe,rice,0.0
2025,Other Europe,rice,0.0
2026,Other Europe,rice,0.0
2027,Other Europe,rice,0.0
2028,Other Europe,rice,0.0
2016,Other FSU,rice,0.10546445396497103
2017,Other FSU,rice,0.11006740356895083
2018,Other FSU,rice,0.107635123083326
2019,Other FSU,rice,0.10831533148751027
2020,Other FSU,rice,0.10845593423296658
2021,Other FSU,rice,0.10829421596789206
2022,Other FSU,rice,0.10730381286215038
2023,Other FSU,rice,0.10638780823350842
2024,Other FSU,rice,0.10570181889493553
2025,Other FSU,rice,0.10464368532844867
2026,Other FSU,rice,0.10377822438555934
2027,Other FSU,rice,0.1030915938037336
2028,Other FSU,rice,0.10266430111802761
2016,Other Middle East,rice,0.0
2017,Other Middle East,rice,0.0
2018,Other Middle East,rice,0.0
2019,Other Middle East,rice,0.0
2020,Other Middle East,rice,0.0
2021,Other Middle East,rice,0.0
2022,Other Middle East,rice,0.0
2023,Other Middle East,rice,0.0
2024,Other Middle East,rice,0.0
2025,Other Middle East,rice,0.0
2026,Other Middle East,rice,0.0
2027,Other Middle East,rice,0.0
2028,Other Middle East,rice,0.0
2016,Other North Africa,rice,0.0
2017,Other North Africa,rice,0.0
2018,Other North Africa,rice,0.0
2019,Other North Africa,rice,0.0
2020,Other North Africa,rice,0.0
2021,Other North Africa,rice,0.0
2022,Other North Africa,rice,0.0
2023,Other North Africa,rice,0.0
2024,Other North Africa,rice,0.0
2025,Other North Africa,rice,0.0
2026,Other North Africa,rice,0.0
2027,Other North Africa,rice,0.0
2028,Other North Africa,rice,0.0
2016,Other South America,rice,1.523899804665058
2017,Other South America,rice,1.5911962353285847
2018,Other South America,rice,1.5316990562962447
2019,Other South America,rice,1.598969584486973
2020,Other South America,rice,1.5988178706350518
2021,Other South America,rice,1.6055968692762705
2022,Other South America,rice,1.611544300577851
2023,Other South America,rice,1.6189105809484898
2024,Other South America,rice,1.6271020248075696
2025,Other South America,rice,1.635130658456262
2026,Other South America,rice,1.6432197581347798
2027,Other South America,rice,1.6511965164273377
2028,Other South America,rice,1.660026306532279
2016,Other Sub-Saharan Africa,rice,1.2083271778204558
2017,Other Sub-Saharan Africa,rice,1.072801144212713
2018,Other Sub-Saharan Africa,rice,1.239341560073725
2019,Other Sub-Saharan Africa,rice,1.2492773906958348
2020,Other Sub-Saharan Africa,rice,1.2744580227152689
2021,Other Sub-Saharan Africa,rice,1.2893217098876022
2022,Other Sub-Saharan Africa,rice,1.3077155415663178
2023,Other Sub-Saharan Africa,rice,1.3297489129297702
2024,Other Sub-Saharan Africa,rice,1.3537284894837476
2025,Other Sub-Saharan Africa,rice,1.374398347526161
2026,Other Sub-Saharan Africa,rice,1.3936486177747316
2027,Other Sub-Saharan Africa,rice,1.4165477394860038
2028,Other Sub-Saharan Africa,rice,1.4399767523668232
2016,Pakistan,rice,1.40530358989511
2017,Pakistan,rice,1.52588821953259
2018,Pakistan,rice,1.5171426872697378
2019,Pakistan,rice,1.534467196073062
2020,Pakistan,rice,1.5391469477113378
2021,Pakistan,rice,1.5391390509743477
2022,Pakistan,rice,1.5378226069262624
2023,Pakistan,rice,1.5366031300516938
2024,Pakistan,rice,1.5349316075893513
2025,Pakistan,rice,1.5336048482958864
2026,Pakistan,rice,1.5324713544994444
2027,Pakistan,rice,1.5309871020106707
2028,Pakistan,rice,1.5315525442393283
2016,Philippines,rice,2.397777449483758
2017,Philippines,rice,2.489232315464165
2018,Philippines,rice,2.4909842770712585
2019,Philippines,rice,2.4673177756817886
2020,Philippines,rice,2.4630382982497876
2021,Philippines,rice,2.4605406703832333
2022,Philippines,rice,2.459641843717958
2023,Philippines,rice,2.4619204677115962
2024,Philippines,rice,2.4682061087414815
2025,Philippines,rice,2.4730596098758695
2026,Philippines,rice,2.475188098031699
2027,Philippines,rice,2.477275612298673
2028,Philippines,rice,2.481531896670388
2016,Russia,rice,0.14424418509216855
2017,Russia,rice,0.1306160315919897
2018,Russia,rice,0.1271119548793564
2019,Russia,rice,0.13123599152138418
2020,Russia,rice,0.1318404851084761
2021,Russia,rice,0.1325152883008217
2022,Russia,rice,0.13333492301944982
2023,Russia,rice,0.13402100517727683
2024,Russia,rice,0.1345295876844634
2025,Russia,rice,0.13543270261316911
2026,Russia,rice,0.13591849537063927
2027,Russia,rice,0.13636555971426703
2028,Russia,rice,0.1374592784057018
2016,Saudi Arabia,rice,0.0
2017,Saudi Arabia,rice,0.0
2018,Saudi Arabia,rice,0.0
2019,Saudi Arabia,rice,0.0
2020,Saudi Arabia,rice,0.0
2021,Saudi Arabia,rice,0.0
2022,Saudi Arabia,rice,0.0
2023,Saudi Arabia,rice,0.0
2024,Saudi Arabia,rice,0.0
2025,Saudi Arabia,rice,0.0
2026,Saudi Arabia,rice,0.0
2027,Saudi Arabia,rice,0.0
2028,Saudi Arabia,rice,0.0
2016,South Africa Republic,rice,0.0
2017,South Africa Republic,rice,0.0
2018,South Africa Republic,rice,0.0
2019,South Africa Republic,rice,0.0
2020,South Africa Republic,rice,0.0
2021,South Africa Republic,rice,0.0
2022,South Africa Republic,rice,0.0
2023,South Africa Republic,rice,0.0
2024,South Africa Republic,rice,0.0
2025,South Africa Republic,rice,0.0
2026,South Africa Republic,rice,0.0
2027,South Africa Republic,rice,0.0
2028,South Africa Republic,rice,0.0
2016,Taiwan,rice,0.23473022438896277
2017,Taiwan,rice,0.231528105843745
2018,Taiwan,rice,0.23331194298823804
2019,Taiwan,rice,0.23042362653522783
2020,Taiwan,rice,0.2306200534619215
2021,Taiwan,rice,0.233002712359753
2022,Taiwan,rice,0.23070319765362327
2023,Taiwan,rice,0.22876339469876855
2024,Taiwan,rice,0.22670000490268177
2025,Taiwan,rice,0.22507161369526668
2026,Taiwan,rice,0.22323935208311552
2027,Taiwan,rice,0.2213776575897339
2028,Taiwan,rice,0.21947601058379088
2016,Thailand,rice,3.939528241493081
2017,Thailand,rice,4.144312404250514
2018,Thailand,rice,4.346408779745735
2019,Thailand,rice,4.322268536830255
2020,Thailand,rice,4.318683046603797
2021,Thailand,rice,4.33136829041266
2022,Thailand,rice,4.341830205625899
2023,Thailand,rice,4.344728079473074
2024,Thailand,rice,4.347502083639751
2025,Thailand,rice,4.349435859461777
2026,Thailand,rice,4.355200334568604
2027,Thailand,rice,4.349272781126546
2028,Thailand,rice,4.350710429316489
2016,Turkey,rice,0.10259188128888233
2017,Turkey,rice,0.10579491655425957
2018,Turkey,rice,0.11071041231427815
2019,Turkey,rice,0.10790965608868065
2020,Turkey,rice,0.10865752518878992
2021,Turkey,rice,0.11029595748301023
2022,Turkey,rice,0.11088060662422204
2023,Turkey,rice,0.11151968766592255
2024,Turkey,rice,0.11217335882727852
2025,Turkey,rice,0.11263324044663561
2026,Turkey,rice,0.11326541280886607
2027,Turkey,rice,0.11405469239853365
2028,Turkey,rice,0.11489989752688008
2016,Ukraine,rice,0.008617718028266115
2017,Ukraine,rice,0.008544974029382504
2018,Ukraine,rice,0.00861080984666608
2019,Ukraine,rice,0.00872202107483697
2020,Ukraine,rice,0.00887000205622775
2021,Ukraine,rice,0.008807662666519873
2022,Ukraine,rice,0.008941984405179198
2023,Ukraine,rice,0.009079478995809624
2024,Ukraine,rice,0.009217041721821837
2025,Ukraine,rice,0.009353625504218876
2026,Ukraine,rice,0.00948718842330673
2027,Ukraine,rice,0.009616753153333359
2028,Ukraine,rice,0.009750240888304298
2016,USA,rice,1.460292838265951
2017,USA,rice,1.15133352457799
2018,USA,rice,1.424268952494982
2019,USA,rice,1.3362947637447897
2020,USA,rice,1.2897789353578442
2021,USA,rice,1.2871197942209722
2022,USA,rice,1.3079142523308773
2023,USA,rice,1.305471175614888
2024,USA,rice,1.3039172427317745
2025,USA,rice,1.3019077498684646
2026,USA,rice,1.3001320461735653
2027,USA,rice,1.2976846705108034
2028,USA,rice,1.2965908569505835
2016,Vietnam,rice,5.622035094630752
2017,Vietnam,rice,5.792475133108316
2018,Vietnam,rice,5.959705510303244
2019,Vietnam,rice,5.91961541972191
2020,Vietnam,rice,5.947941151568176
2021,Vietnam,rice,5.95137769859778
2022,Vietnam,rice,5.955957746143024
2023,Vietnam,rice,5.976073599046259
2024,Vietnam,rice,5.987547188312007
2025,Vietnam,rice,6.00385837052049
2026,Vietnam,rice,6.014877460376467
2027,Vietnam,rice,6.022010824617349
2028,Vietnam,rice,6.035972653442026
2016,World,rice,487368.0
2017,World,rice,491517.0
2018,World,rice,487759.0
2019,World,rice,493005.0
2020,World,rice,496054.0
2021,World,rice,499565.0
2022,World,rice,503244.0
2023,World,rice,506637.0
2024,World,rice,509925.0
2025,World,rice,513170.0
2026,World,rice,516486.0
2027,World,rice,519926.0
2028,World,rice,523064.0
2016,Argentina,sorghum,5.3650608303220615
2017,Argentina,sorghum,5.212677231025855
2018,Argentina,sorghum,5.3199574403404775
2019,Argentina,sorghum,4.999244319803859
2020,Argentina,sorghum,4.9954571735359705
2021,Argentina,sorghum,4.933552385444963
2022,Argentina,sorghum,4.881103386265474
2023,Argentina,sorghum,4.839399749631578
2024,Argentina,sorghum,4.777746540467935
2025,Argentina,sorghum,4.721761562557583
2026,Argentina,sorghum,4.679549309425733
2027,Argentina,sorghum,4.654529174750037
2028,Argentina,sorghum,4.597565821424892
2016,Australia,sorghum,1.568491313335332
2017,Australia,sorghum,2.5003475118154017
2018,Australia,sorghum,3.2933069868774383
2019,Australia,sorghum,3.853969000319065
2020,Australia,sorghum,3.814322292888412
2021,Australia,sorghum,3.8046749190754263
2022,Australia,sorghum,3.778038246014033
2023,Australia,sorghum,3.7777108720110286
2024,Australia,sorghum,3.7906475494330425
2025,Australia,sorghum,3.752840734598612
2026,Australia,sorghum,3.745153864792828
2027,Australia,sorghum,3.7248171914639605
2028,Australia,sorghum,3.677758318739054
2016,Brazil,sorghum,2.9428936613384247
2017,Brazil,sorghum,3.249235474006116
2018,Brazil,sorghum,3.146374829001368
2019,Brazil,sorghum,3.2729348939528795
2020,Brazil,sorghum,3.252663748244817
2021,Brazil,sorghum,3.2288498137514847
2022,Brazil,sorghum,3.2016184711228144
2023,Brazil,sorghum,3.200912735512701
2024,Brazil,sorghum,3.1940149314341046
2025,Brazil,sorghum,3.175480621583441
2026,Brazil,sorghum,3.171189726193361
2027,Brazil,sorghum,3.168183853156245
2028,Brazil,sorghum,3.16560950124358
2016,Central AM & Carribean,sorghum,0.7006138260773516
2017,Central AM & Carribean,sorghum,0.7228245760355853
2018,Central AM & Carribean,sorghum,0.7312830386245799
2019,Central AM & Carribean,sorghum,0.7338494349191422
2020,Central AM & Carribean,sorghum,0.7252002973486412
2021,Central AM & Carribean,sorghum,0.7157148201766514
2022,Central AM & Carribean,sorghum,0.7096867423451775
2023,Central AM & Carribean,sorghum,0.6988131269114362
2024,Central AM & Carribean,sorghum,0.6872208165432793
2025,Central AM & Carribean,sorghum,0.6740986425895215
2026,Central AM & Carribean,sorghum,0.6633147564817058
2027,Central AM & Carribean,sorghum,0.6536337860020893
2028,Central AM & Carribean,sorghum,0.6460727898865325
2016,China,sorghum,4.710207817209222
2017,China,sorghum,5.5601890464275785
2018,China,sorghum,5.826620053706237
2019,China,sorghum,6.1495575072629265
2020,China,sorghum,6.34674155447262
2021,China,sorghum,6.469085999642142
2022,China,sorghum,6.573433310319358
2023,China,sorghum,6.6664553852979855
2024,China,sorghum,6.817542873207759
2025,China,sorghum,6.960567532706836
2026,China,sorghum,7.088987157741701
2027,China,sorghum,7.212356364721684
2028,China,sorghum,7.3260827973921625
2016,West Africa,sorghum,9.251574014170071
2017,West Africa,sorghum,10.649499582985822
2018,West Africa,sorghum,9.905254091300602
2019,West Africa,sorghum,9.934675645266923
2020,West Africa,sorghum,9.946312050879657
2021,West Africa,sorghum,9.90451713649007
2022,West Africa,sorghum,9.935614392832486
2023,West Africa,sorghum,9.96402934698211
2024,West Africa,sorghum,9.939711992003248
2025,West Africa,sorghum,9.933357901848781
2026,West Africa,sorghum,9.949721347225587
2027,West Africa,sorghum,9.974630652141471
2028,West Africa,sorghum,10.019279165256295
2016,Egypt,sorghum,1.183469300806337
2017,Egypt,sorghum,1.3031693077564637
2018,Egypt,sorghum,1.2666565334143993
2019,Egypt,sorghum,1.2577877042435641
2020,Egypt,sorghum,1.243908482695961
2021,Egypt,sorghum,1.2313548156221026
2022,Egypt,sorghum,1.2202758465663686
2023,Egypt,sorghum,1.2058884117451314
2024,Egypt,sorghum,1.191703370505732
2025,Egypt,sorghum,1.1762176770468644
2026,Egypt,sorghum,1.161558032469106
2027,Egypt,sorghum,1.1475899119534398
2028,Egypt,sorghum,1.1332028433089523
2016,India,sorghum,7.211272939579947
2017,India,sorghum,8.600917431192661
2018,India,sorghum,7.768826738274982
2019,India,sorghum,7.7398444978085275
2020,India,sorghum,7.645163954736929
2021,India,sorghum,7.519885485628771
2022,India,sorghum,7.392302628409948
2023,India,sorghum,7.282868778423947
2024,India,sorghum,7.165838877955831
2025,India,sorghum,7.028130950187335
2026,India,sorghum,6.913314756481706
2027,India,sorghum,6.794508282345918
2028,India,sorghum,6.687368467527116
2016,Japan,sorghum,0.0
2017,Japan,sorghum,0.0
2018,Japan,sorghum,0.0
2019,Japan,sorghum,0.0
2020,Japan,sorghum,0.0
2021,Japan,sorghum,0.0
2022,Japan,sorghum,0.0
2023,Japan,sorghum,0.0
2024,Japan,sorghum,0.0
2025,Japan,sorghum,0.0
2026,Japan,sorghum,0.0
2027,Japan,sorghum,0.0
2028,Japan,sorghum,0.0
2016,Mexico,sorghum,7.318574156186389
2017,Mexico,sorghum,7.89720600500417
2018,Mexico,sorghum,7.768826738274982
2019,Mexico,sorghum,7.949755663403248
2020,Mexico,sorghum,8.044932683571487
2021,Mexico,sorghum,8.098963840135335
2022,Mexico,sorghum,8.167820041425154
2023,Mexico,sorghum,8.239973378547546
2024,Mexico,sorghum,8.287258301315092
2025,Mexico,sorghum,8.304158221239481
2026,Mexico,sorghum,8.345953477102011
2027,Mexico,sorghum,8.385315624533652
2028,Mexico,sorghum,8.440153644645248
2016,Nigeria,sorghum,10.94945797106023
2017,Nigeria,sorghum,10.946622185154295
2018,Nigeria,sorghum,11.484352569623887
2019,Nigeria,sorghum,11.736553090732002
2020,Nigeria,sorghum,11.727100024779054
2021,Nigeria,sorghum,11.72633667875791
2022,Nigeria,sorghum,11.77726754547936
2023,Nigeria,sorghum,11.816438746890203
2024,Nigeria,sorghum,11.848311623402992
2025,Nigeria,sorghum,11.855844235612063
2026,Nigeria,sorghum,11.891204264598983
2027,Nigeria,sorghum,11.931055066407998
2028,Nigeria,sorghum,11.978101222976054
2016,Other Middle East,sorghum,0.2556293689741688
2017,Other Middle East,sorghum,0.2606338615512927
2018,Other Middle East,sorghum,0.2533313066828799
2019,Other Middle East,sorghum,0.25357268803842214
2020,Other Middle East,sorghum,0.2560502188816387
2021,Other Middle East,sorghum,0.25863331001838086
2022,Other Middle East,sorghum,0.261717056566208
2023,Other Middle East,sorghum,0.261460693742374
2024,Other Middle East,sorghum,0.2623934026801612
2025,Other Middle East,sorghum,0.26104047662919966
2026,Other Middle East,sorghum,0.26199418463775137
2027,Other Middle East,sorghum,0.26264736606476646
2028,Other Middle East,sorghum,0.263432868769224
2016,Other South America,sorghum,1.4106954065611539
2017,Other South America,sorghum,1.7514595496246872
2018,Other South America,sorghum,1.8358075357619363
2019,Other South America,sorghum,1.8052360241145946
2020,Other South America,sorghum,1.815478648715619
2021,Other South America,sorghum,1.8169396684939083
2022,Other South America,sorghum,1.8255968915078433
2023,Other South America,sorghum,1.8159633638106707
2024,Other South America,sorghum,1.8117639708868272
2025,Other South America,sorghum,1.813463546465205
2026,Other South America,sorghum,1.8173007026896049
2027,Other South America,sorghum,1.8206237874944038
2028,Other South America,sorghum,1.827841469337297
2016,Other Sub-Saharan Africa,sorghum,25.520332002587853
2017,Other Sub-Saharan Africa,sorghum,22.704684459271615
2018,Other Sub-Saharan Africa,sorghum,22.524530914863792
2019,Other Sub-Saharan Africa,sorghum,23.263195015869282
2020,Other Sub-Saharan Africa,sorghum,23.381514826133643
2021,Other Sub-Saharan Africa,sorghum,23.473819477202856
2022,Other Sub-Saharan Africa,sorghum,23.65247828390681
2023,Other Sub-Saharan Africa,sorghum,23.802430792146673
2024,Other Sub-Saharan Africa,sorghum,24.0214912691719
2025,Other Sub-Saharan Africa,sorghum,24.113997911676186
2026,Other Sub-Saharan Africa,sorghum,24.282166222437606
2027,Other Sub-Saharan Africa,sorghum,24.45605133562155
2028,Other Sub-Saharan Africa,sorghum,24.618463847885916
2016,Saudi Arabia,sorghum,0.24931753270320167
2017,Saudi Arabia,sorghum,0.4604531554072838
2018,Saudi Arabia,sorghum,0.42221884447146646
2019,Saudi Arabia,sorghum,0.4231809098389562
2020,Saudi Arabia,sorghum,0.42950359296274876
2021,Saudi Arabia,sorghum,0.42942889210599083
2022,Saudi Arabia,sorghum,0.42870217241213215
2023,Saudi Arabia,sorghum,0.4310139921086409
2024,Saudi Arabia,sorghum,0.42638927935526194
2025,Saudi Arabia,sorghum,0.41920029482218535
2026,Saudi Arabia,sorghum,0.41797916161860915
2027,Saudi Arabia,sorghum,0.4133711386360245
2028,Saudi Arabia,sorghum,0.41060206919895803
2016,South Africa Republic,sorghum,0.23984977829675097
2017,South Africa Republic,sorghum,0.191131498470948
2018,South Africa Republic,sorghum,0.2533313066828799
2019,South Africa Republic,sorghum,0.2552519773631799
2020,South Africa Republic,sorghum,0.24944247129759642
2021,South Africa Republic,sorghum,0.24887356247051745
2022,South Africa Republic,sorghum,0.24887204765498305
2023,South Africa Republic,sorghum,0.24878381162153168
2024,South Africa Republic,sorghum,0.25146034423515445
2025,South Africa Republic,sorghum,0.25182728333640436
2026,South Africa Republic,sorghum,0.25290768112430334
2027,South Africa Republic,sorghum,0.2536934785852858
2028,South Africa Republic,sorghum,0.2546027167434399
2016,Taiwan,sorghum,0.0031559181354835655
2017,Taiwan,sorghum,0.0034751181540172366
2018,Taiwan,sorghum,0.0033777507557717318
2019,Taiwan,sorghum,0.0033585786495155248
2020,Taiwan,sorghum,0.003303873792021145
2021,Taiwan,sorghum,0.003253249182621143
2022,Taiwan,sorghum,0.003211252227806233
2023,Taiwan,sorghum,0.0031692205302105945
2024,Taiwan,sorghum,0.003123730984287633
2025,Taiwan,sorghum,0.0030710644309317613
2026,Taiwan,sorghum,0.003028834504482675
2027,Taiwan,sorghum,0.0029846291598268917
2028,Taiwan,sorghum,0.0029433840085946812
2016,Thailand,sorghum,0.07889795338708913
2017,Thailand,sorghum,0.08687795385043091
2018,Thailand,sorghum,0.0844437688942933
2019,Thailand,sorghum,0.08732304488740365
2020,Thailand,sorghum,0.0892045923845709
2021,Thailand,sorghum,0.08946435252208143
2022,Thailand,sorghum,0.0883094362646714
2023,Thailand,sorghum,0.08873817484589665
2024,Thailand,sorghum,0.08590260206790991
2025,Thailand,sorghum,0.0859898040660893
2026,Thailand,sorghum,0.08632178337775624
2027,Thailand,sorghum,0.08655424563497985
2028,Thailand,sorghum,0.08535813624924575
2016,USA,sorghum,19.249522667382006
2017,USA,sorghum,16.05852098971365
2018,USA,sorghum,16.383780040870786
2019,USA,sorghum,14.374716619926447
2020,USA,sorghum,14.1405798298505
2021,USA,sorghum,14.172780064089007
2022,USA,sorghum,13.989820330437855
2023,USA,sorghum,13.806709239862455
2024,USA,sorghum,13.608534033049075
2025,USA,sorghum,13.650881395491677
2026,USA,sorghum,13.46316937242549
2027,USA,sorghum,13.266676615430534
2028,USA,sorghum,13.08334191820336
2016,World,sorghum,63373.0
2017,World,sorghum,57552.0
2018,World,sorghum,59211.0
2019,World,sorghum,59549.0
2020,World,sorghum,60535.0
2021,World,sorghum,61477.0
2022,World,sorghum,62281.0
2023,World,sorghum,63107.0
2024,World,sorghum,64026.0
2025,World,sorghum,65124.0
2026,World,sorghum,66032.0
2027,World,sorghum,67010.0
2028,World,sorghum,67949.0
2016,Argentina,soybean,15.799104334412458
2017,Argentina,soybean,11.201593115465311
2018,Argentina,soybean,15.427128470088963
2019,Argentina,soybean,15.92908751080983
2020,Argentina,soybean,15.876649719844718
2021,Argentina,soybean,15.832637456746712
2022,Argentina,soybean,15.784503223630445
2023,Argentina,soybean,15.783308931185944
2024,Argentina,soybean,15.74983555427448
2025,Argentina,soybean,15.735654118236667
2026,Argentina,soybean,15.764575157217836
2027,Argentina,soybean,15.749645132233109
2028,Argentina,soybean,15.738625666059491
2016,Brazil,soybean,32.919588304066686
2017,Brazil,soybean,35.501345376527624
2018,Brazil,soybean,32.613490888521405
2019,Brazil,soybean,34.23215331826931
2020,Brazil,soybean,34.352419224853634
2021,Brazil,soybean,34.542602320537206
2022,Brazil,soybean,34.991632830438334
2023,Brazil,soybean,35.315545009340134
2024,Brazil,soybean,35.59393854287538
2025,Brazil,soybean,35.7557971433528
2026,Brazil,soybean,35.966239538512454
2027,Brazil,soybean,36.128201625097546
2028,Brazil,soybean,36.46274490233396
2016,Canada,soybean,1.8950307508021635
2017,Canada,soybean,2.2868437585197303
2018,Canada,soybean,2.0298853250117057
2019,Canada,soybean,2.1753563757078695
2020,Canada,soybean,2.2040885460063873
2021,Canada,soybean,2.2266272173562736
2022,Canada,soybean,2.2356558174530075
2023,Canada,soybean,2.2406220023224113
2024,Canada,soybean,2.2519825872301427
2025,Canada,soybean,2.268740723606854
2026,Canada,soybean,2.285214430942361
